,available_supply,id,market_cap_usd,name,rank,symbol,last_price_btc,max_price_btc,mean_price_btc,median_price_btc,std_price_btc,min_price_btc,first_price_btc,last_price_usd,max_price_usd,mean_price_usd,median_price_usd,std_price_usd,min_price_usd,first_price_usd,last_percent_change_1h,max_percent_change_1h,mean_percent_change_1h,median_percent_change_1h,std_percent_change_1h,min_percent_change_1h,first_percent_change_1h,last_percent_change_7d,max_percent_change_7d,mean_percent_change_7d,median_percent_change_7d,std_percent_change_7d,min_percent_change_7d,first_percent_change_7d,last_volume_24h_usd,max_volume_24h_usd,mean_volume_24h_usd,median_volume_24h_usd,std_volume_24h_usd,min_volume_24h_usd,first_volume_24h_usd,last_percent_change_24h,max_percent_change_24h,mean_percent_change_24h,median_percent_change_24h,std_percent_change_24h,min_percent_change_24h,first_percent_change_24h,last_max_supply,max_max_supply,mean_max_supply,median_max_supply,std_max_supply,min_max_supply,first_max_supply,last_total_supply,max_total_supply,mean_total_supply,median_total_supply,std_total_supply,min_total_supply,first_total_supply,date,active_assets,active_currencies,active_markets,total_24h_volume_usd,total_market_cap_usd,percent_currency_market_cap_usd
31,113363657722.0,dogecoin,731694392.0,Dogecoin,32,DOGE,6.3e-07,6.3e-07,6.3e-07,6.3e-07,,6.3e-07,6.3e-07,0.0064544,0.0064544,0.0064544,0.0064544,,0.0064544,0.0064544,0.59,0.59,0.59,0.59,,0.59,0.59,-5.54,-5.54,-5.54,-5.54,,-5.54,-5.54,12655900.0,12655900.0,12655900.0,12655900.0,,12655900.0,12655900.0,5.84,5.84,5.84,5.84,,5.84,5.84,,,,,,,,113363657722.0,113363657722.0,113363657722.0,113363657722.0,,113363657722.0,113363657722.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.16187912042957775
32,32740014245.0,siacoin,730288936.0,Siacoin,33,SC,2.17e-06,2.17e-06,2.17e-06,2.17e-06,,2.17e-06,2.17e-06,0.0223057,0.0223057,0.0223057,0.0223057,,0.0223057,0.0223057,1.29,1.29,1.29,1.29,,1.29,1.29,-22.66,-22.66,-22.66,-22.66,,-22.66,-22.66,10555000.0,10555000.0,10555000.0,10555000.0,,10555000.0,10555000.0,8.25,8.25,8.25,8.25,,8.25,8.25,,,,,,,,32740014245.0,32740014245.0,32740014245.0,32740014245.0,,32740014245.0,32740014245.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.16156817916288227
33,359399272.0,rchain,719682667.0,RChain,34,RHOC,0.00019513,0.00019513,0.00019513,0.00019513,,0.00019513,0.00019513,2.00246,2.00246,2.00246,2.00246,,2.00246,2.00246,-0.02,-0.02,-0.02,-0.02,,-0.02,-0.02,-12.94,-12.94,-12.94,-12.94,,-12.94,-12.94,457859.0,457859.0,457859.0,457859.0,,457859.0,457859.0,9.1,9.1,9.1,9.1,,9.1,9.1,1000000000.0,1000000000.0,1000000000.0,1000000000.0,,1000000000.0,1000000000.0,870663574.0,870663574.0,870663574.0,870663574.0,,870663574.0,870663574.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.15922166193447154
34,100000000.0,waves,679915000.0,Waves,35,WAVES,0.00066254,0.00066254,0.00066254,0.00066254,,0.00066254,0.00066254,6.79915,6.79915,6.79915,6.79915,,6.79915,6.79915,0.18,0.18,0.18,0.18,,0.18,0.18,-15.66,-15.66,-15.66,-15.66,,-15.66,-15.66,20579900.0,20579900.0,20579900.0,20579900.0,,20579900.0,20579900.0,6.12,6.12,6.12,6.12,,6.12,6.12,,,,,,,,100000000.0,100000000.0,100000000.0,100000000.0,,100000000.0,100000000.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.15042351474914184
35,618228.0,maker,649497731.0,Maker,36,MKR,0.102374,0.102374,0.102374,0.102374,,0.102374,0.102374,1050.58,1050.58,1050.58,1050.58,,1050.58,1050.58,0.05,0.05,0.05,0.05,,0.05,0.05,-8.23,-8.23,-8.23,-8.23,,-8.23,-8.23,598176.0,598176.0,598176.0,598176.0,,598176.0,598176.0,7.78,7.78,7.78,7.78,,7.78,7.78,,,,,,,,1000000.0,1000000.0,1000000.0,1000000.0,,1000000.0,1000000.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.14369403751735532
36,3470483788.0,status,620196276.0,Status,37,SNT,1.741e-05,1.741e-05,1.741e-05,1.741e-05,,1.741e-05,1.741e-05,0.178706,0.178706,0.178706,0.178706,,0.178706,0.178706,-0.43,-0.43,-0.43,-0.43,,-0.43,-0.43,-19.41,-19.41,-19.41,-19.41,,-19.41,-19.41,33791600.0,33791600.0,33791600.0,33791600.0,,33791600.0,33791600.0,3.92,3.92,3.92,3.92,,3.92,3.92,,,,,,,,6804870174.0,6804870174.0,6804870174.0,6804870174.0,,6804870174.0,6804870174.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.1372114215309985
37,2609330000.0,bitshares,580638549.0,BitShares,38,BTS,2.168e-05,2.168e-05,2.168e-05,2.168e-05,,2.168e-05,2.168e-05,0.222524,0.222524,0.222524,0.222524,,0.222524,0.222524,0.37,0.37,0.37,0.37,,0.37,0.37,-17.53,-17.53,-17.53,-17.53,,-17.53,-17.53,7086630.0,7086630.0,7086630.0,7086630.0,,7086630.0,7086630.0,4.93,4.93,4.93,4.93,,4.93,4.93,3600570502.0,3600570502.0,3600570502.0,3600570502.0,,3600570502.0,3600570502.0,2609330000.0,2609330000.0,2609330000.0,2609330000.0,,2609330000.0,2609330000.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.12845972119959378
38,24898178.0,waltonchain,550593329.0,Waltonchain,39,WTC,0.00215487,0.00215487,0.00215487,0.00215487,,0.00215487,0.00215487,22.1138,22.1138,22.1138,22.1138,,22.1138,22.1138,0.02,0.02,0.02,0.02,,0.02,0.02,-13.58,-13.58,-13.58,-13.58,,-13.58,-13.58,8661630.0,8661630.0,8661630.0,8661630.0,,8661630.0,8661630.0,2.76,2.76,2.76,2.76,,2.76,2.76,100000000.0,100000000.0,100000000.0,100000000.0,,100000000.0,100000000.0,70000000.0,70000000.0,70000000.0,70000000.0,,70000000.0,70000000.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.12181255560711353
39,6269056940.0,electroneum,529466369.0,Electroneum,40,ETN,8.23e-06,8.23e-06,8.23e-06,8.23e-06,,8.23e-06,8.23e-06,0.0844571,0.0844571,0.0844571,0.0844571,,0.0844571,0.0844571,1.06,1.06,1.06,1.06,,1.06,1.06,-2.41,-2.41,-2.41,-2.41,,-2.41,-2.41,5156800.0,5156800.0,5156800.0,5156800.0,,5156800.0,5156800.0,9.62,9.62,9.62,9.62,,9.62,9.62,21000000000.0,21000000000.0,21000000000.0,21000000000.0,,21000000000.0,21000000000.0,6269056940.0,6269056940.0,6269056940.0,6269056940.0,,6269056940.0,6269056940.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.11713845431626904
40,2036645.0,veritaseum,528654094.0,Veritaseum,41,VERI,0.0252938,0.0252938,0.0252938,0.0252938,,0.0252938,0.0252938,259.571,259.571,259.571,259.571,,259.571,259.571,1.98,1.98,1.98,1.98,,1.98,1.98,-5.75,-5.75,-5.75,-5.75,,-5.75,-5.75,236406.0,236406.0,236406.0,236406.0,,236406.0,236406.0,13.77,13.77,13.77,13.77,,13.77,13.77,,,,,,,,100000000.0,100000000.0,100000000.0,100000000.0,,100000000.0,100000000.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.1169587476464017
41,233020472.0,aeternity,524752782.0,Aeternity,42,AE,0.00021944,0.00021944,0.00021944,0.00021944,,0.00021944,0.00021944,2.25196,2.25196,2.25196,2.25196,,2.25196,2.25196,1.98,1.98,1.98,1.98,,1.98,1.98,-15.8,-15.8,-15.8,-15.8,,-15.8,-15.8,3749890.0,3749890.0,3749890.0,3749890.0,,3749890.0,3749890.0,4.59,4.59,4.59,4.59,,4.59,4.59,,,,,,,,273685830.0,273685830.0,273685830.0,273685830.0,,273685830.0,273685830.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.11609562642805381
42,513812714.0,0x,517424817.0,0x,43,ZRX,9.813e-05,9.813e-05,9.813e-05,9.813e-05,,9.813e-05,9.813e-05,1.00703,1.00703,1.00703,1.00703,,1.00703,1.00703,1.43,1.43,1.43,1.43,,1.43,1.43,-15.74,-15.74,-15.74,-15.74,,-15.74,-15.74,10324000.0,10324000.0,10324000.0,10324000.0,,10324000.0,10324000.0,4.45,4.45,4.45,4.45,,4.45,4.45,,,,,,,,1000000000.0,1000000000.0,1000000000.0,1000000000.0,,1000000000.0,1000000000.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.11447439693428077
43,6830500.0,decred,510893365.0,Decred,44,DCR,0.00728847,0.00728847,0.00728847,0.00728847,,0.00728847,0.00728847,74.7959,74.7959,74.7959,74.7959,,74.7959,74.7959,0.85,0.85,0.85,0.85,,0.85,0.85,-16.74,-16.74,-16.74,-16.74,,-16.74,-16.74,930052.0,930052.0,930052.0,930052.0,,930052.0,930052.0,5.27,5.27,5.27,5.27,,5.27,5.27,21000000.0,21000000.0,21000000.0,21000000.0,,21000000.0,21000000.0,7250500.0,7250500.0,7250500.0,7250500.0,,7250500.0,7250500.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.11302938694589205
44,11000000.0,augur,509034900.0,Augur,45,REP,0.00450935,0.00450935,0.00450935,0.00450935,,0.00450935,0.00450935,46.2759,46.2759,46.2759,46.2759,,46.2759,46.2759,-1.13,-1.13,-1.13,-1.13,,-1.13,-1.13,-14.94,-14.94,-14.94,-14.94,,-14.94,-14.94,5100050.0,5100050.0,5100050.0,5100050.0,,5100050.0,5100050.0,8.02,8.02,8.02,8.02,,8.02,8.02,,,,,,,,11000000.0,11000000.0,11000000.0,11000000.0,,11000000.0,11000000.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.11261822255425742
45,184450000.0,revain,438053994.0,Revain,46,R,0.00023142,0.00023142,0.00023142,0.00023142,,0.00023142,0.00023142,2.37492,2.37492,2.37492,2.37492,,2.37492,2.37492,0.48,0.48,0.48,0.48,,0.48,0.48,-28.28,-28.28,-28.28,-28.28,,-28.28,-28.28,20203600.0,20203600.0,20203600.0,20203600.0,,20203600.0,20203600.0,5.17,5.17,5.17,5.17,,5.17,5.17,484450000.0,484450000.0,484450000.0,484450000.0,,484450000.0,484450000.0,484450000.0,484450000.0,484450000.0,484450000.0,,484450000.0,484450000.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.0969144987643742
46,91043076.0,kucoin-shares,431835518.0,KuCoin Shares,47,KCS,0.0004622,0.0004622,0.0004622,0.0004622,,0.0004622,0.0004622,4.7432,4.7432,4.7432,4.7432,,4.7432,4.7432,2.12,2.12,2.12,2.12,,2.12,2.12,-12.02,-12.02,-12.02,-12.02,,-12.02,-12.02,1270550.0,1270550.0,1270550.0,1270550.0,,1270550.0,1270550.0,7.32,7.32,7.32,7.32,,7.32,7.32,,,,,,,,181043076.0,181043076.0,181043076.0,181043076.0,,181043076.0,181043076.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.09553873118121574
47,9796949.0,gas,426016429.0,Gas,48,GAS,0.00423735,0.00423735,0.00423735,0.00423735,,0.00423735,0.00423735,43.4846,43.4846,43.4846,43.4846,,43.4846,43.4846,1.29,1.29,1.29,1.29,,1.29,1.29,-8.28,-8.28,-8.28,-8.28,,-8.28,-8.28,6262620.0,6262620.0,6262620.0,6262620.0,,6262620.0,6262620.0,19.65,19.65,19.65,19.65,,19.65,19.65,100000000.0,100000000.0,100000000.0,100000000.0,,100000000.0,100000000.0,15727784.0,15727784.0,15727784.0,15727784.0,,15727784.0,15727784.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.09425132346110651
48,998999495.0,ardor,425722636.0,Ardor,49,ARDR,4.153e-05,4.153e-05,4.153e-05,4.153e-05,,4.153e-05,4.153e-05,0.426149,0.426149,0.426149,0.426149,,0.426149,0.426149,-0.34,-0.34,-0.34,-0.34,,-0.34,-0.34,-16.96,-16.96,-16.96,-16.96,,-16.96,-16.96,3598180.0,3598180.0,3598180.0,3598180.0,,3598180.0,3598180.0,1.9,1.9,1.9,1.9,,1.9,1.9,998999495.0,998999495.0,998999495.0,998999495.0,,998999495.0,998999495.0,998999495.0,998999495.0,998999495.0,998999495.0,,998999495.0,998999495.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.0941863250779723
49,3399850.0,zclassic,412442603.0,ZClassic,50,ZCL,0.0118212,0.0118212,0.0118212,0.0118212,,0.0118212,0.0118212,121.312,121.312,121.312,121.312,,121.312,121.312,-0.06,-0.06,-0.06,-0.06,,-0.06,-0.06,-37.8,-37.8,-37.8,-37.8,,-37.8,-37.8,19586000.0,19586000.0,19586000.0,19586000.0,,19586000.0,19586000.0,-7.3,-7.3,-7.3,-7.3,,-7.3,-7.3,21000000.0,21000000.0,21000000.0,21000000.0,,21000000.0,21000000.0,3399850.0,3399850.0,3399850.0,3399850.0,,3399850.0,3399850.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.09124826776221284
50,103730097.0,komodo,408305521.0,Komodo,51,KMD,0.00038356,0.00038356,0.00038356,0.00038356,,0.00038356,0.00038356,3.93623,3.93623,3.93623,3.93623,,3.93623,3.93623,-0.28,-0.28,-0.28,-0.28,,-0.28,-0.28,-22.28,-22.28,-22.28,-22.28,,-22.28,-22.28,1852840.0,1852840.0,1852840.0,1852840.0,,1852840.0,1852840.0,3.59,3.59,3.59,3.59,,3.59,3.59,,,,,,,,103730097.0,103730097.0,103730097.0,103730097.0,,103730097.0,103730097.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.0903329850941655
51,42671984.0,hshare,406133596.0,Hshare,52,HSR,0.00092744,0.00092744,0.00092744,0.00092744,,0.00092744,0.00092744,9.51757,9.51757,9.51757,9.51757,,9.51757,9.51757,-2.77,-2.77,-2.77,-2.77,,-2.77,-2.77,-26.61,-26.61,-26.61,-26.61,,-26.61,-26.61,76788200.0,76788200.0,76788200.0,76788200.0,,76788200.0,76788200.0,0.53,0.53,0.53,0.53,,0.53,0.53,84000000.0,84000000.0,84000000.0,84000000.0,,84000000.0,84000000.0,42671984.0,42671984.0,42671984.0,42671984.0,,42671984.0,42671984.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.08985247121776693
52,100885962.0,ark,387355687.0,Ark,53,ARK,0.00037414,0.00037414,0.00037414,0.00037414,,0.00037414,0.00037414,3.83954,3.83954,3.83954,3.83954,,3.83954,3.83954,0.52,0.52,0.52,0.52,,0.52,0.52,-18.31,-18.31,-18.31,-18.31,,-18.31,-18.31,1980200.0,1980200.0,1980200.0,1980200.0,,1980200.0,1980200.0,5.94,5.94,5.94,5.94,,5.94,5.94,,,,,,,,132135962.0,132135962.0,132135962.0,132135962.0,,132135962.0,132135962.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.08569807093034933
53,1000000000.0,basic-attention-token,365310000.0,Basic Attention Token,54,BAT,3.56e-05,3.56e-05,3.56e-05,3.56e-05,,3.56e-05,3.56e-05,0.36531,0.36531,0.36531,0.36531,,0.36531,0.36531,0.47,0.47,0.47,0.47,,0.47,0.47,-14.8,-14.8,-14.8,-14.8,,-14.8,-14.8,3226650.0,3226650.0,3226650.0,3226650.0,,3226650.0,3226650.0,3.02,3.02,3.02,3.02,,3.02,3.02,,,,,,,,1500000000.0,1500000000.0,1500000000.0,1500000000.0,,1500000000.0,1500000000.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.08082071166691278
54,561357157.0,loopring,360292496.0,Loopring,55,LRC,6.254e-05,6.254e-05,6.254e-05,6.254e-05,,6.254e-05,6.254e-05,0.641824,0.641824,0.641824,0.641824,,0.641824,0.641824,-0.08,-0.08,-0.08,-0.08,,-0.08,-0.08,-11.36,-11.36,-11.36,-11.36,,-11.36,-11.36,2298160.0,2298160.0,2298160.0,2298160.0,,2298160.0,2298160.0,3.44,3.44,3.44,3.44,,3.44,3.44,,,,,,,,1374956262.0,1374956262.0,1374956262.0,1374956262.0,,1374956262.0,1374956262.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.0797106455749044
55,6511228178.0,zilliqa,350780047.0,Zilliqa,56,ZIL,5.25e-06,5.25e-06,5.25e-06,5.25e-06,,5.25e-06,5.25e-06,0.0538731,0.0538731,0.0538731,0.0538731,,0.0538731,0.0538731,-1.18,-1.18,-1.18,-1.18,,-1.18,-1.18,-18.52,-18.52,-18.52,-18.52,,-18.52,-18.52,8370690.0,8370690.0,8370690.0,8370690.0,,8370690.0,8370690.0,7.23,7.23,7.23,7.23,,7.23,7.23,,,,,,,,12600000000.0,12600000000.0,12600000000.0,12600000000.0,,12600000000.0,12600000000.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.07760612366782489
56,9897061855.0,digibyte,347252271.0,DigiByte,57,DGB,3.42e-06,3.42e-06,3.42e-06,3.42e-06,,3.42e-06,3.42e-06,0.0350864,0.0350864,0.0350864,0.0350864,,0.0350864,0.0350864,0.62,0.62,0.62,0.62,,0.62,0.62,-21.47,-21.47,-21.47,-21.47,,-21.47,-21.47,3777130.0,3777130.0,3777130.0,3777130.0,,3777130.0,3777130.0,7.78,7.78,7.78,7.78,,7.78,7.78,21000000000.0,21000000000.0,21000000000.0,21000000000.0,,21000000000.0,21000000000.0,9897061855.0,9897061855.0,9897061855.0,9897061855.0,,9897061855.0,9897061855.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.07682564307073898
57,238421940.0,dragonchain,338735587.0,Dragonchain,58,DRGN,0.00013844,0.00013844,0.00013844,0.00013844,,0.00013844,0.00013844,1.42074,1.42074,1.42074,1.42074,,1.42074,1.42074,0.58,0.58,0.58,0.58,,0.58,0.58,-23.45,-23.45,-23.45,-23.45,,-23.45,-23.45,1555970.0,1555970.0,1555970.0,1555970.0,,1555970.0,1555970.0,7.29,7.29,7.29,7.29,,7.29,7.29,,,,,,,,433494437.0,433494437.0,433494437.0,433494437.0,,433494437.0,433494437.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.07494142292367975
58,45136435.0,cryptonex,337877811.0,Cryptonex,59,CNX,0.00072944,0.00072944,0.00072944,0.00072944,,0.00072944,0.00072944,7.4857,7.4857,7.4857,7.4857,,7.4857,7.4857,3.31,3.31,3.31,3.31,,3.31,3.31,-5.54,-5.54,-5.54,-5.54,,-5.54,-5.54,573392.0,573392.0,573392.0,573392.0,,573392.0,573392.0,48.49,48.49,48.49,48.49,,48.49,48.49,210000000.0,210000000.0,210000000.0,210000000.0,,210000000.0,210000000.0,106574061.0,106574061.0,106574061.0,106574061.0,,106574061.0,106574061.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.07475164967145342
59,531220390.0,syscoin,335355182.0,Syscoin,60,SYS,6.152e-05,6.152e-05,6.152e-05,6.152e-05,,6.152e-05,6.152e-05,0.631292,0.631292,0.631292,0.631292,,0.631292,0.631292,0.83,0.83,0.83,0.83,,0.83,0.83,-11.74,-11.74,-11.74,-11.74,,-11.74,-11.74,1854420.0,1854420.0,1854420.0,1854420.0,,1854420.0,1854420.0,14.13,14.13,14.13,14.13,,14.13,14.13,888000000.0,888000000.0,888000000.0,888000000.0,,888000000.0,888000000.0,531220390.0,531220390.0,531220390.0,531220390.0,,531220390.0,531220390.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.07419354649592691
60,987000000.0,bytom,335194083.0,Bytom,61,BTM,3.309e-05,3.309e-05,3.309e-05,3.309e-05,,3.309e-05,3.309e-05,0.339609,0.339609,0.339609,0.339609,,0.339609,0.339609,-0.18,-0.18,-0.18,-0.18,,-0.18,-0.18,-11.3,-11.3,-11.3,-11.3,,-11.3,-11.3,8216390.0,8216390.0,8216390.0,8216390.0,,8216390.0,8216390.0,5.48,5.48,5.48,5.48,,5.48,5.48,,,,,,,,1407000000.0,1407000000.0,1407000000.0,1407000000.0,,1407000000.0,1407000000.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.07415790516163868
61,834262000.0,golem-network-tokens,327743998.0,Golem,62,GNT,3.828e-05,3.828e-05,3.828e-05,3.828e-05,,3.828e-05,3.828e-05,0.392855,0.392855,0.392855,0.392855,,0.392855,0.392855,0.57,0.57,0.57,0.57,,0.57,0.57,-11.13,-11.13,-11.13,-11.13,,-11.13,-11.13,10900200.0,10900200.0,10900200.0,10900200.0,,10900200.0,10900200.0,25.94,25.94,25.94,25.94,,25.94,25.94,,,,,,,,1000000000.0,1000000000.0,1000000000.0,1000000000.0,,1000000000.0,1000000000.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.07250965799709627
62,57693200.0,monacoin,324733676.0,MonaCoin,63,MONA,0.00054848,0.00054848,0.00054848,0.00054848,,0.00054848,0.00054848,5.62863,5.62863,5.62863,5.62863,,5.62863,5.62863,1.33,1.33,1.33,1.33,,1.33,1.33,-8.85,-8.85,-8.85,-8.85,,-8.85,-8.85,3745480.0,3745480.0,3745480.0,3745480.0,,3745480.0,3745480.0,6.59,6.59,6.59,6.59,,6.59,6.59,,,,,,,,57693200.0,57693200.0,57693200.0,57693200.0,,57693200.0,57693200.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.07184365825335379
63,10614760961.0,dent,323613279.0,Dent,64,DENT,2.97e-06,2.97e-06,2.97e-06,2.97e-06,,2.97e-06,2.97e-06,0.0304871,0.0304871,0.0304871,0.0304871,,0.0304871,0.0304871,-0.11,-0.11,-0.11,-0.11,,-0.11,-0.11,20.4,20.4,20.4,20.4,,20.4,20.4,8108400.0,8108400.0,8108400.0,8108400.0,,8108400.0,8108400.0,8.55,8.55,8.55,8.55,,8.55,8.55,,,,,,,,100000000000.0,100000000000.0,100000000000.0,100000000000.0,,100000000000.0,100000000000.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.07159578307093482
64,96154303.0,aion,310797630.0,Aion,65,AION,0.00031497,0.00031497,0.00031497,0.00031497,,0.00031497,0.00031497,3.23228,3.23228,3.23228,3.23228,,3.23228,3.23228,0.4,0.4,0.4,0.4,,0.4,0.4,-14.07,-14.07,-14.07,-14.07,,-14.07,-14.07,4677730.0,4677730.0,4677730.0,4677730.0,,4677730.0,4677730.0,7.49,7.49,7.49,7.49,,7.49,7.49,,,,,,,,465934587.0,465934587.0,465934587.0,465934587.0,,465934587.0,465934587.0,2018-02-26 14:00:00,585,903,8718,18289577372.0,452000474217.0,0.06876046547039458
